城市id	城市名称	城市名称英文	市级名称	市级名称英文	省级名称	省级名称英文	国家名称	国家名称英文	经度	纬度	cityType
286714	临潼博物馆	Lintong Museum	西安市	Xian	陕西省	Shaanxi	中国	China	108.948621	34.222575	1
286715	陕西自然博物馆	Shanxi Natutal History Museum	西安市	Xian	陕西省	Shaanxi	中国	China	108.948621	34.222575	1
286716	高淳老街西门	Gaochun Ancient Street West Gate	南京市	Nanjing	江苏省	Jiangsu	中国	China	118.7019304	32.11031432	1
286717	大金山风景区	Dajin Mountain Scenic Spot	南京市	Nanjing	江苏省	Jiangsu	中国	China	118.7019304	32.11031432	1
286718	傅家边农业科技园	Fujiabian Agriculture Science&Technology Garden	南京市	Nanjing	江苏省	Jiangsu	中国	China	118.7019304	32.11031432	1
286719	南京天生桥风景名胜区	Nanjing Tianshengqiao Scenic Spot	南京市	Nanjing	江苏省	Jiangsu	中国	China	118.7019304	32.11031432	1
286720	无想山旅游休闲度假区	Wuxiang Mountain Tourism Resort	南京市	Nanjing	江苏省	Jiangsu	中国	China	118.7019304	32.11031432	1
286721	甘泉湖旅游度假区	Ganquan Lack Tourism Resort	南京市	Nanjing	江苏省	Jiangsu	中国	China	118.7019304	32.11031432	1
286722	将军山旅游风景区	General Mountain Scenic Spot	南京市	Nanjing	江苏省	Jiangsu	中国	China	118.7019304	32.11031432	1
286723	南京金牛湖风景区	Nanjing Jinniu Lake Scenic Spot	南京市	Nanjing	江苏省	Jiangsu	中国	China	118.7019304	32.11031432	1
286724	南京石头城遗址公园	Nanjing Stone Ciry Site Park	南京市	Nanjing	江苏省	Jiangsu	中国	China	118.7019304	32.11031432	1
286725	南山湖旅游度假区	Nanshan Lake Scenic Spot	南京市	Nanjing	江苏省	Jiangsu	中国	China	118.7019304	32.11031432	1
286726	求雨山文化名人纪念馆	Qiuyu Mountain Culture&Celebrities Memorial Hall	南京市	Nanjing	江苏省	Jiangsu	中国	China	118.7019304	32.11031432	1
286727	郑和宝船遗址公园	Zhenghe's Treasure Ship  Relics Park	南京市	Nanjing	江苏省	Jiangsu	中国	China	118.7019304	32.11031432	1
286790	峨眉山旅游风景区万年寺入口	Entrance Wannian Temple of Emei Mountain Tourism Scenic Spot	乐山市	Leshan	四川省	Sichuan	中国	China	103.7474879	29.56456364	1
286789	峨眉山旅游风景区清音阁入口	Entrance Qingyin Hall of Emei Mountain Tourism Scenic Spot	乐山市	Leshan	四川省	Sichuan	中国	China	103.7474879	29.56456364	1
286788	峨眉山旅游风景区零公里入口	Entrance Zero Kilometre of Emei Mountain Tourism Scenic Spot	乐山市	Leshan	四川省	Sichuan	中国	China	103.7474879	29.56456364	1
286787	峨眉山旅游风景区	Emei Mountain Tourism Scenic Spot	乐山市	Leshan	四川省	Sichuan	中国	China	103.339193	29.547409	1
286786	乐山大佛景区	Leshan Giant Buddha Scenic Spot	乐山市	Leshan	四川省	Sichuan	中国	China	103.7474879	29.56456364	1
286785	龙宫洞	Longgong Cave	九江市	Jiujiang	江西省	Jiangxi	中国	China	115.89149	29.610123	1
286784	富华山景区	Fuhua Mountain Scenic Spot	九江市	Jiujiang	江西省	Jiangxi	中国	China	115.89149	29.610123	1
286783	石钟山	Shizhong Mountain	九江市	Jiujiang	江西省	Jiangxi	中国	China	115.89149	29.610123	1
286782	浴花园特色温泉	Yuhua Garden Peculiarly Hot Spring	九江市	Jiujiang	江西省	Jiangxi	中国	China	115.89149	29.610123	1
286781	天沐·江西庐山温泉度假村	tianmu	九江市	Jiujiang	江西省	Jiangxi	中国	China	115.89149	29.610123	1
286780	龙湾温泉度假村	Longwan Hot Spring Holiday Village	九江市	Jiujiang	江西省	Jiangxi	中国	China	115.89149	29.610123	1
286779	西海温泉	West Sea Hot Spring	九江市	Jiujiang	江西省	Jiangxi	中国	China	115.89149	29.610123	1
286778	庐山西海风景区	Lushan West Sea Scenic Spot	九江市	Jiujiang	江西省	Jiangxi	中国	China	115.89149	29.610123	1
286777	庐山风景区	Lushan Scenic Spot	九江市	Jiujiang	江西省	Jiangxi	中国	China	115.9694266	29.54511866	1
286776	庐山东门	Lushan Scenic Spot East Gate	九江市	Jiujiang	江西省	Jiangxi	中国	China	116.0319894	29.56416134	1
286775	厦门园林植物园	Xiamen Garden Arboretum	厦门市	Xiamen	福建省	Fujian	中国	China	118.08752	24.457436	1
286774	厦门海沧大桥旅游区	Xiamen Haicang Great Bridge Toursim Spot	厦门市	Xiamen	福建省	Fujian	中国	China	118.08752	24.457436	1
286773	厦门北辰山	Xiamen Beichen Mountain	厦门市	Xiamen	福建省	Fujian	中国	China	118.08752	24.457436	1
286772	天竺山森林公园	Tianzhu Mountain Forest Park	厦门市	Xiamen	福建省	Fujian	中国	China	118.08752	24.457436	1
286771	日月谷温泉公园	Riyue Valley Hot Spring Park	厦门市	Xiamen	福建省	Fujian	中国	China	118.08752	24.457436	1
286770	嘉庚公园	Jiageng Park	厦门市	Xiamen	福建省	Fujian	中国	China	118.08752	24.457436	1
286769	胡里山炮台	Huli Mountain Gun Emplacement	厦门市	Xiamen	福建省	Fujian	中国	China	118.08752	24.457436	1
286768	翠丰SPA温泉度假村	Cuifeng Spa Hot Spring Holliday Village	厦门市	Xiamen	福建省	Fujian	中国	China	118.08752	24.457436	1
286767	日光岩	Sunshine Rock	厦门市	Xiamen	福建省	Fujian	中国	China	118.08752	24.457436	1
286766	黄荣远堂	Huang Rongyuan Hall	厦门市	Xiamen	福建省	Fujian	中国	China	118.08752	24.457436	1
286765	海天堂构	Haitiantang Hall	厦门市	Xiamen	福建省	Fujian	中国	China	118.08752	24.457436	1
286764	鼓浪屿	Kulangsu	厦门市	Xiamen	福建省	Fujian	中国	China	118.08752	24.457436	1
286791	大佛禅院	Giant Buddha Temple	乐山市	Leshan	四川省	Sichuan	中国	China	103.7474879	29.56456364	1
286792	犍为文庙	Jian Weiwen Temple	乐山市	Leshan	四川省	Sichuan	中国	China	103.7474879	29.56456364	1
286793	东方佛都	Oriental Buddha City	乐山市	Leshan	四川省	Sichuan	中国	China	103.7474879	29.56456364	1
286794	金鹰山庄	Golden Eagle Mountain Villa	乐山市	Leshan	四川省	Sichuan	中国	China	103.7474879	29.56456364	1
286795	乌木博物苑	Ebony Museum	乐山市	Leshan	四川省	Sichuan	中国	China	103.7474879	29.56456364	1
286796	峨眉山竹叶青生态茗园	Emei Mountain Bamboo-leaf-green  Ecological Tea Garden	乐山市	Leshan	四川省	Sichuan	中国	China	103.7474879	29.56456364	1
286799	Yosemite National Park	Yosemite National Park	Yosemite National Park	Yosemite National Park	加利福尼亚（加州）	California	United States	United States	-119.53834	37.865512	0
280000	龙华区	Longhua District	深圳市	Shenzhen	广东省	Guangdong	中国	China	114.055193	22.724442	0
280001	坪山区	Pingshan District	深圳市	Shenzhen	广东省	Guangdong	中国	China	114.3414005	22.69354014	0
280002	光明区	Guangming District	深圳市	Shenzhen	广东省	Guangdong	中国	China	113.9412272	22.75967714	0
280003	叶集区	Yeji District	六安市	Lu’an	安徽省	Anhui	中国	China	115.9081936	31.85343786	0
4271	康巴什区	Kangbashi District	鄂尔多斯市	Ordos	内蒙古自治区	Inner Mongolia	中国	China	109.858752	39.608318	0
280005	北屯市	Beitun	北屯市	Beitun	新疆维吾尔自治区	Xinjiang	中国	China	87.79692	47.36214	0
280006	云冈区	Yungang District	大同市	Datong	山西省	Shanxi	中国	China	113.14226	40.00386	0
280007	平城区	Pingcheng	大同市	Datong	山西省	Shanxi	中国	China	113.29094	40.074618	0
287026	洱海	Bohai	大理白族自治州	Dali Bai Autonomous Prefecture	云南省	Yunnan	中国	China	100.1975134	25.77443934	1
287027	苍山	Cangshan	大理白族自治州	Dali Bai Autonomous Prefecture	云南省	Yunnan	中国	China	100.1470401	25.6807106	1
287028	青海湖	Qinghai Lake	海南藏族自治州	Hainan Tibetan Autonomous Prefecture	青海省	Qinghai	中国	China	100.1289094	36.93556885	1
287029	桃花冲风景区	Yinghua County Taohuachong Scenic Area	黄冈市	Huanggang	湖北省	Hubei	中国	China	116.0211194	30.98419925	1
287030	泸沽湖	Penghu Scenic Area	凉山彝族自治州	Liangshan Yi Autonomous Prefecture	四川省	Sichuan	中国	China	100.7919135	27.69066938	1
287031	鼓楼	Zhongwei Drum Tower	中卫市	Zhongwei	宁夏回族自治区	Ningxia	中国	China	105.1968952	37.49996963	1
287032	三清山	Sanqingshan Scenic Area	上饶市	Shangrao	江西省	Jiangxi	中国	China	118.075904	28.90743175	1
287033	华山	Huashan Scenic Area	渭南市	Weinan	陕西省	Shaanxi	中国	China	110.068109	34.48932015	1
287034	碧峰峡	Bifengxia	雅安市	Yaan	四川省	Sichuan	中国	China	102.9905504	30.06305793	1
287035	广西科技馆	Guangxi Science and Technology Museum	南宁市	Nanning	广西壮族自治区	Guangxi	中国	China	108.3300754	22.81238918	1
287036	海洋之窗	Beihai Ocean Window	北海市	Beihai	广西壮族自治区	Guangxi	中国	China	109.1222693	21.4447012	1
287037	德天瀑布	Detian Waterfall	崇左市	Chongzuo	广西壮族自治区	Guangxi	中国	China	106.72843	22.853146	1
287038	东山岭	Dongshanling Scenic Area	万宁市	Wanning	海南省	Hainan	中国	China	110.4344728	18.80071103	1
287039	国家森林公园	China Snow Country National Forest Park	牡丹江市	Mudanjiang	黑龙江省	Heilongjiang	中国	China	128.209935	44.33259502	1
287040	明月山	Mingyue Mountain	宜春市	Yichun, Jiangxi	江西省	Jiangxi	中国	China	114.2925029	27.59975131	1
287041	东江湖	Dongjiang Lake Scenic Area	郴州市	Chenzhou	湖南省	Hunan	中国	China	113.3110435	25.86604693	1
287042	天鹅堡森林公园	Swan Fort Forest Park	遵义市	Zunyi	贵州省	Guizhou	中国	China	105.9951013	28.53610438	1
287043	温州乐园	Wenzhou Amusement Park	温州市	Wenzhou	浙江省	Zhejiang	中国	China	120.6846723	27.90713662	1
287044	元阳梯田	Yuenyang Hani Terrace	红河哈尼族彝族自治州	Honghe Hani and Yi Autonomous Prefecture	云南省	Yunnan	中国	China	102.745614	23.10069593	1
287045	雷公山国家森林公园	Leigong Mountain National Forest Park	黔东南苗族侗族自治州	Qiandongnan Miao and Dong Autonomous Prefecture	贵州省	Guizhou	中国	China	108.1583726	26.3559186	1
287046	猫儿山	Maoer Mountain National Forest Park	三明市	Sanming	福建省	Fujian	中国	China	117.0419011	26.79303564	1
287047	西岭雪山	Serdang snow mountain	成都市	Chengdu	四川省	Sichuan	中国	China	103.1737927	30.61501448	1
287048	抚仙湖	Fuxian Lake	玉溪市	Yuxi	云南省	Yunnan	中国	China	102.8865747	24.47831602	1
287049	司徒小镇	Situ Town	晋城市	Jincheng	山西省	Shanxi	中国	China	112.8951223	35.52315827	1
287050	普陀山	Putuo Mountain Scenic Area	舟山市	Zhoushan	浙江省	Zhejiang	中国	China	122.3917261	30.0026475	1
287051	雾凇岛	Haze Island	吉林市	Jilin	吉林省	Jilin	中国	China	126.4247575	44.12076068	1
287052	横店影视城	Hengdian Studios	金华市	Jinhua	浙江省	Zhejiang	中国	China	120.31762	29.13810662	1
280008	雄安新区	Xiong an	保定市	Baoding	河北省	Hebei	中国	China	115.8672448	39.04315996	0
287054	金湾机场	Zhuhai Jinwan Airport	珠海市	Zhuhai	广东省	Guangdong	中国	China	113.3803922	22.0063346	1
280009	เมืองพัทยา	Pattaya			春武里府	Chon Buri	ประเทศไทย	Thailand	100.8781543	12.9229864	0
287055	เกาะเสม็ด	Koh Samet	จังหวัดระยอง		罗勇府	Rayong	ประเทศไทย	Thailand	101.454722	12.568978	1
287056	อำเภอเกาะสมุย	SuMei Island	จังหวัดสุราษฎร์ธานี		素叻府	Surat Thani	ประเทศไทย	Thailand	99.945817	9.498039	1
280010	艾奥瓦	Iowa			爱荷华州	Iowa	United States	United States	-94.7963612	42.0308811	0
280011	Омская область	Omsk Oblast	Сибирский федеральный округ		鄂木斯克州	Omsk	Российская Федерация	Russia	73.0759624	54.985948	0
280012	أبو ظبي	Abu Dhabi	أبو زابي	Abu Zaby	阿布扎比	Abu Dhabi	دولة الإمارات العربية المتحدة	United Arab Emirates	54.418535	24.3870789	0
280013	 Đà Nẵng	Da Nang	Duyên Hải Nam Trung Bộ		岘港市	Da Nang	Việt Nam	Vietnam	108.1716865	16.0472484	0
287057	 富士山	Mount Fuj	静岡県		静冈县	Shizuoka	日本国	Japan	138.768627	35.497326	1
280014	 قطر	Qatar	Umm Salal	Umm Silalait	多哈市	Ad Dawhah	قطر	Qatar	51.467051	25.319065	0
280015	 Saipan	Saipan			北马里亚纳群岛	Northern Islands	United States	United States	145.690346	15.1933509	0
287058	 제주도	Jeju Island	제주특별자치도	Jeju-do	济州特别自治道	Jeju-do	대한민국	South Korea	126.52687	33.500675	1
280016	Иркутск	Irkutsk			伊尔库茨克州	Irkutsk	Российская Федерация	Russia	104.1270747	52.2984626	0
280017	Тараз	Taraz			江布尔州	Zhambyl	Қазақстан Республикасы	Kazakhstan	71.2988213	42.8962377	0
280018	Luzern	Lucerne			卢塞恩州	Lucerne	Schweizerische Eidgenossenschaft	Switzerland	8.2472857	47.0548081	0
280019	Hawaii	Hawaii	Hawaii		夏威夷	Hawaii	United States	United States	-155.581877	19.899326	0
280020	Padova	Padova			威尼托	Veneto	Repubblica Italiana	Italy	11.8212057	45.4066029	0
280021	Gaborone	Gaborone			东南区	South-East	Lefatshe la Botswana	Botswana	25.9136815	-24.627318	0
287059	武当山景区	Wudang Mountain Scenic Area	十堰市	Shiyan	湖北省	Hubei	中国	China	111.0289907	32.39279046	1
287060	Đảo Phú Quốc	PhuQuoc Island	Kiên Giang		坚江省	Kien Giang	Việt Nam	Vietnam	104.0048218	10.26897866	1
3201	龙港市	LonggangCity	温州市	Wenzhou	浙江省	Zhejiang	中国	China	120.553036	27.57815	0
3202	平桂区	PingguiDistrict	贺州市	Hezhou	广西壮族自治区	Guangxi	中国	China	111.4764522	24.45170666	0
3204	铁门关市	TiemenguanCity	铁门关市	TiemenguanCity	新疆维吾尔自治区	Xinjiang	中国	China	85.67042	41.86345	0
3206	可克达拉市	KekedalaCity	可克达拉市	KekedalaCity	新疆维吾尔自治区	Xinjiang	中国	China	80.994153	43.940381	0
3208	昆玉市	KunyuCity	昆玉市	KunyuCity	新疆维吾尔自治区	Xinjiang	中国	China	79.29312813	37.20940982	0
3210	Bakı	baku	Bakı	Baku	巴库	Baki	Azərbaycan Respublikası	Azerbaijan	49.835183	40.366656	0
3212	จังหวัดบุรีรัมย์	Buriram	จังหวัดบุรีรัมย์	Buriram	武里南	Buriram	ประเทศไทย	Thailand	103.102222	14.994167	0
3214	Suva	Suva	Suva	Suva	苏瓦	Suva	रिपब्लिक ऑफ फीजी	Republic of Fiji	178.4333	-18.1333	0
3215	古北水镇	Beijing WTown	北京市	Beijing	北京市	Beijing	中国	China	117.277303	40.654252	1
3217	伊美区	YimeiDistrict	伊春市	Yichun, Heilongjiang	黑龙江省	Heilongjiang	中国	China	128.907303	47.72817	0
3218	丰林县	FenglinCounty	伊春市	Yichun, Heilongjiang	黑龙江省	Heilongjiang	中国	China	129.5336	48.29045	0
3219	大箐山县	DaqingshanCounty	伊春市	Yichun, Heilongjiang	黑龙江省	Heilongjiang	中国	China	129.020793	47.02839	0
3220	金林区	JinlinDistrict	伊春市	Yichun, Heilongjiang	黑龙江省	Heilongjiang	中国	China	129.429117	47.41307	0
3221	红谷滩区	HonggutanDistrict	南昌市	Nanchang	江西省	Jiangxi	中国	China	115.8580521	28.6981992	0
3222	胡杨河市	HuyangheCity	新疆维吾尔自治区	Xinjiang Uygur Autonomous Region	新疆维吾尔自治区	Xinjiang	中国	China	84.8275959	44.6928885	0
3223	四姑娘山景区	Siguniang Mountain Scenic Area	阿坝藏族羌族自治州	Aba Tibetan and Qiang Autonomous Prefecture	四川省	Sichuan	中国	China	102.812245	31.029149	1
3224	上海迪士尼度假区	Shanghai Disney Resort	上海市	Shanghai	上海市	Shanghai	中国	China	121.667003	31.141447	1
3226	秦始皇帝陵博物院	The Mausoleum Museum of the First Emperor Qin	西安市	Xian	陕西省	Shaanxi	中国	China	109.281981	34.386223	1
3227	亚龙湾热带天堂森林公园	Yalong Bay Tropical Paradise Forest Park	三亚市	Sanya	海南省	Hainan	中国	China	109.65259	18.252436	1
3228	亚特兰蒂斯失落的空间水族馆	The Lost Space Aquarium of Atlantis	三亚市	Sanya	海南省	Hainan	中国	China	109.7437	18.356474	1
3229	珠海长隆海洋王国	Zhuhai Chimelong Ocean Kingdom	珠海市	Zhuhai	广东省	Guangdong	中国	China	113.538202	22.098459	1
3230	东方明珠广播电视塔	Oriental Pearl TV Tower	上海市	Shanghai	上海市	Shanghai	中国	China	121.499718	31.239703	1
3231	亚特兰蒂斯水世界	Atlantis Water World	三亚市	Sanya	海南省	Hainan	中国	China	109.744215	18.354692	1
3232	大唐不夜城	Datang Everbright City	西安市	Xian	陕西省	Shaanxi	中国	China	108.964195	34.214005	1
3233	总统府	Ministry of the Presidency	南京市	Nanjing	江苏省	Jiangsu	中国	China	118.797405	32.044227	1
3235	上海欢乐谷	Happy Valley Shanghai	上海市	Shanghai	上海市	Shanghai	中国	China	121.214778	31.09607	1
3236	莫干山风景名胜区	Mogan Mountain Scenic Area	湖州市	Huzhou	浙江省	Zhejiang	中国	China	119.866611	30.605742	1
3237	朱家角古镇	Zhujiajiao Ancient Town	上海市	Shanghai	上海市	Shanghai	中国	China	121.053951	31.109319	1
3238	鸣沙山月牙泉	Mingsha Mountain Crescent Spring	酒泉市	Jiuquan	甘肃省	Gansu	中国	China	94.678473	40.08965	1
3239	老君山风景名胜区	Laojun Mountain Scenic Area	洛阳市	Luoyang	河南省	Henan	中国	China	111.657898	33.739184	1
3240	中华恐龙园	China Dinosaurs Park	常州市	Changzhou	江苏省	Jiangsu	中国	China	120.000831	31.823773	1
3242	长隆水上乐园	Chimelong Water Park	广州市	Guangzhou	广东省	Guangdong	中国	China	113.324485	23.002105	1
3243	千岛湖风景区	Qiandao Lake Scenic Area	杭州市	Hangzhou	浙江省	Zhejiang	中国	China	119.058029	29.547815	1
3244	呼伦贝尔大草原	Hulunbuir Prairie	呼伦贝尔市	Hulunbuir	内蒙古自治区	Inner Mongolia	中国	China	117.952669	49.486857	1
3245	莫高窟景区	Mogao Grottoes Scenic Area	酒泉市	Jiuquan	甘肃省	Gansu	中国	China	94.809374	40.042511	1
3246	广州塔	Guangzhou Tower	广州市	Guangzhou	广东省	Guangdong	中国	China	113.324553	23.106414	1
3247	南山文化旅游区	Nanshan Cultural Tourism Zone	三亚市	Sanya	海南省	Hainan	中国	China	109.211022	18.300579	1
3248	青岛·海昌极地海洋公园	Qingdao Haichang Polar Ocean Park	青岛市	Qingdao	山东省	Shandong	中国	China	120.442592	36.069246	1
3249	东部华侨城	Eastern Chinatown	深圳市	Shenzhen	广东省	Guangdong	中国	China	114.287666	22.626673	1
3250	天涯海角游览区	Tianya Haijiao Tourist Area	三亚市	Sanya	海南省	Hainan	中国	China	109.348189	18.294954	1
3251	上海海洋水族馆	Shanghai Ocean Aquarium	上海市	Shanghai	上海市	Shanghai	中国	China	121.501909	31.240777	1
3252	重庆武隆天生三桥风景区	Chongqing Wulong Tianshengsanqiao Scenic Area	重庆市	Chongqing	重庆市	Chongqing	中国	China	107.803549	29.429943	1
3253	阿那亚·黄金海岸社区	Anaya Gold Coast Community	秦皇岛市	Qinhuangdao	河北省	Hebei	中国	China	119.313748	39.650061	1
3254	九寨沟	Jiuzhaigou Valley	阿坝藏族羌族自治州	Aba Tibetan and Qiang Autonomous Prefecture	四川省	Sichuan	中国	China	103.912874	33.142376	1
3255	海南三亚亚龙湾国家旅游度假区	Yalong Bay National Tourism Resort, Sanya, Hainan	三亚市	Sanya	海南省	Hainan	中国	China	109.649664	18.235582	1
3256	中山陵园	Zhongshan Cemetery	南京市	Nanjing	江苏省	Jiangsu	中国	China	118.854106	32.054369	1
3257	张家界国家森林公园	Zhangjiajie National Forest Park	张家界市	Zhangjiajie	湖南省	Hunan	中国	China	110.434767	29.315305	1
3258	无锡融创乐园	Wuxi Sunac Paradise	无锡市	Wuxi	江苏省	Jiangsu	中国	China	120.265564	31.44945	1
3259	海陵岛风景区	Hailing Island Scenic Area	阳江市	Yangjiang	广东省	Guangdong	中国	China	111.845138	21.574736	1
3260	上海海昌海洋公园	Shanghai Haichang Ocean Park	上海市	Shanghai	上海市	Shanghai	中国	China	121.905695	30.912653	1
3261	泰山风景名胜区	Mount Tai Scenic Area	泰安市	Taian	山东省	Shandong	中国	China	117.086468	36.26421	1
3262	广州番禺长隆野生动物世界	Guangzhou Panyu Chimelong Wildlife World	广州市	Guangzhou	广东省	Guangdong	中国	China	113.315274	23.002125	1
3263	滇池海埂公园	Dianchi Haigeng Park	昆明市	Kunming	云南省	Yunnan	中国	China	102.659666	24.960024	1
3264	枸杞岛	Wolfberry Island	舟山市	Zhoushan	浙江省	Zhejiang	中国	China	122.771425	30.714387	1
3265	西安城墙	Xi&#39;an City Wall	西安市	Xian	陕西省	Shaanxi	中国	China	108.948273	34.275896	1
3266	拈花湾景区	Nianhuawan Scenic Area	无锡市	Wuxi	江苏省	Jiangsu	中国	China	120.076166	31.418961	1
3267	橘子洲景区	Juzizhou Scenic Area	长沙市	Changsha	湖南省	Hunan	中国	China	112.963087	28.196551	1
3268	上海玛雅海滩水公园	Shanghai Maya Beach Water Park	上海市	Shanghai	上海市	Shanghai	中国	China	121.214378	31.096364	1
3269	长隆欢乐世界	Chime-Long Paradise	广州市	Guangzhou	广东省	Guangdong	中国	China	113.329882	22.998965	1
3270	南山竹海	Nanshan Bamboo Sea	常州市	Changzhou	江苏省	Jiangsu	中国	China	119.524631	31.168802	1
3271	武汉海昌极地海洋公园	Wuhan Haichang Polar Ocean Park	武汉市	Wuhan	湖北省	Hubei	中国	China	114.277877	30.66442	1
3272	上新街索道站	Shangxin Street Ropeway Station	重庆市	Chongqing	重庆市	Chongqing	中国	China	106.594183	29.55244	1
3273	外伶仃岛风景区	Wailingding Island Scenic Area	珠海市	Zhuhai	广东省	Guangdong	中国	China	114.042131	22.099144	1
3274	灵隐寺-飞来峰	Lingyin Temple-Feilai Peak	杭州市	Hangzhou	浙江省	Zhejiang	中国	China	120.101272	30.238228	1
3275	云上草原	Clouds on the Grassland	湖州市	Huzhou	浙江省	Zhejiang	中国	China	119.683021	30.456072	1
3276	杭州HELLO KITTY乐园	Hangzhou HELLO KITTY Paradise	湖州市	Huzhou	浙江省	Zhejiang	中国	China	119.739821	30.621558	1
3277	芜湖方特梦幻王国	Wuhu Fantawild Kingdom	芜湖市	Wuhu	安徽省	Anhui	中国	China	118.463156	31.359334	1
3278	圆明园	Old Summer Palace	北京市	Beijing	北京市	Beijing	中国	China	116.300442	40.009143	1
3279	巽寮湾沙滩	Xunliao Bay Beach	惠州市	Huizhou	广东省	Guangdong	中国	China	114.74721	22.674144	1
3280	华谊兄弟电影世界	Huayi Brothers Movie World	苏州市	Suzhou, Jiangsu	江苏省	Jiangsu	中国	China	120.786436	31.375221	1
3281	欢乐谷	Happy Valley	深圳市	Shenzhen	广东省	Guangdong	中国	China	113.980295	22.54159	1
3282	双月湾沙滩	Double Moon Bay Beach	惠州市	Huizhou	广东省	Guangdong	中国	China	114.893184	22.583648	1
3283	南浔古镇	Nanxun Ancient Town	湖州市	Huzhou	浙江省	Zhejiang	中国	China	120.430528	30.878228	1
3284	天津海昌极地海洋公园	Tianjin Haichang Polar Ocean Park	天津市	Tianjin	天津市	Tianjin	中国	China	117.661577	39.009195	1
3285	方特梦幻王国	Fantawild Kingdom	青岛市	Qingdao	山东省	Shandong	中国	China	120.279014	36.207976	1
3286	杭州开元森泊度假乐园	Hangzhou Kaiyuan Senbo Holiday Park	杭州市	Hangzhou	浙江省	Zhejiang	中国	China	120.222049	30.133767	1
3287	发现王国主题公园	Discovery Kingdom Theme Park	大连市	Dalian	辽宁省	Liaoning	中国	China	122.000508	39.080922	1
3288	龙门古镇	Longmen Ancient Town	杭州市	Hangzhou	浙江省	Zhejiang	中国	China	119.951099	29.900312	1
3289	张家界大峡谷	Zhangjiajie Grand Canyon	张家界市	Zhangjiajie	湖南省	Hunan	中国	China	110.699953	29.409521	1
3292	庐山国家级旅游风景名胜区	Lushan National Tourist Scenic Spot	九江市	Jiujiang	江西省	Jiangxi	中国	China	115.995206	29.564392	1
3294	张掖七彩丹霞景区	Zhangye Colorful Danxia Scenic Area	张掖市	Zhangye	甘肃省	Gansu	中国	China	100.056556	38.933016	1
3295	武汉木兰草原	Wuhan Mulan Grassland	武汉市	Wuhan	湖北省	Hubei	中国	China	114.460529	30.959406	1
3296	小七孔景区	Xiaoqikong Scenic Area	黔南布依族苗族自治州	Qiannan Buyi and Miao Autonomous Prefecture	贵州省	Guizhou	中国	China	107.705723	25.252959	1
3298	罗蒙环球乐园	Romon Universal Park	宁波市	Ningbo	浙江省	Zhejiang	中国	China	121.54387	29.797621	1
3299	古龙峡玻璃大峡谷云天玻霸	Gulongxia Glass Grand Canyon Yuntian Boba	清远市	Qingyuan	广东省	Guangdong	中国	China	112.961121	23.775814	1
3300	张北草原	Zhangbei Grassland	张家口市	Zhangjiakou	河北省	Hebei	中国	China	114.7671	41.286691	1
3301	高椅岭	Gaoyiling	郴州市	Chenzhou	湖南省	Hunan	中国	China	113.15193	25.956026	1
3302	南京海底世界	Nanjing Underwater World	南京市	Nanjing	江苏省	Jiangsu	中国	China	118.845254	32.053785	1
3303	成都海昌极地海洋公园	Chengdu Haichang Polar Ocean Park	成都市	Chengdu	四川省	Sichuan	中国	China	104.073728	30.494162	1
3304	正佳极地海洋世界	Zhengjia Polar Ocean World	广州市	Guangzhou	广东省	Guangdong	中国	China	113.326461	23.131845	1
3305	趵突泉	Baotu springs	济南市	Jinan	山东省	Shandong	中国	China	117.015873	36.661073	1
3306	锦里	Jing Li	成都市	Chengdu	四川省	Sichuan	中国	China	104.049828	30.645994	1
3307	焦作云台山风景名胜区	Jiaozuo Yuntai Mountain Scenic Area	焦作市	Jiaozuo	河南省	Henan	中国	China	113.383964	35.442575	1
3308	青岩古镇	Qingyan Ancient Town	贵阳市	Guiyang	贵州省	Guizhou	中国	China	106.687155	26.33094	1
3309	中国国家博物馆	National Museum of China	北京市	Beijing	北京市	Beijing	中国	China	116.401304	39.905374	1
3310	上海杜莎夫人蜡像馆	Madame Tussauds Shanghai	上海市	Shanghai	上海市	Shanghai	中国	China	121.473346	31.23466	1
3311	莫干山开元森泊度假乐园	Moganshan Kaiyuan Senbo Holiday Park	湖州市	Huzhou	浙江省	Zhejiang	中国	China	120.00438	30.499779	1
3312	翡翠湖	Emerald Lake	合肥市	Hefei	安徽省	Anhui	中国	China	117.19376	31.767131	1
3313	玉龙雪山国家级风景名胜区-蓝月谷	Jade Dragon Snow Mountain National Scenic Area-Blue Moon Valley	丽江市	Lijiang	云南省	Yunnan	中国	China	100.245081	27.126063	1
3314	碧海银沙景区	Bihai Yinsha Scenic Area	南通市	Nantong	江苏省	Jiangsu	中国	China	121.941141	31.716689	1
3315	杭州西湖风景名胜区-九溪烟树	Hangzhou West Lake Scenic Area-Jiuxi Yanshu	杭州市	Hangzhou	浙江省	Zhejiang	中国	China	120.113285	30.202741	1
3316	马仁奇峰风景区	Marenqifeng Scenic Area	芜湖市	Wuhu	安徽省	Anhui	中国	China	118.163051	30.962506	1
3317	三清山国家级旅游风景区	Sanqingshan National Tourism Scenic Area	上饶市	Shangrao	江西省	Jiangxi	中国	China	118.065641	28.894673	1
3318	回民街	Muslim Street	西安市	Xian	陕西省	Shaanxi	中国	China	108.943607	34.26226	1
3319	武隆天坑地缝国家地质公园	Wulong Tiankeng Geological Park	重庆市	Chongqing	重庆市	Chongqing	中国	China	107.803131	29.429339	1
